Entity,Code,Year,,"Indicator:Alcohol, recorded per capita (15+) consumption (in litres of pure alcohol) - Beverage Types:Beer (litres of pure alcohol)"
Bahrain,BHR,1983,Bahrain_1983,1.76
Bahrain,BHR,1984,Bahrain_1984,2.22
Bahrain,BHR,1985,Bahrain_1985,1.26
Bahrain,BHR,1986,Bahrain_1986,1.23
Bahrain,BHR,1987,Bahrain_1987,2.02
Bahrain,BHR,1988,Bahrain_1988,1.15
Bahrain,BHR,1989,Bahrain_1989,1.11
Bahrain,BHR,1990,Bahrain_1990,1.18
Bahrain,BHR,1991,Bahrain_1991,1.5
Bahrain,BHR,1992,Bahrain_1992,1.38
Bahrain,BHR,1993,Bahrain_1993,1.4
Bahrain,BHR,1994,Bahrain_1994,1.16
Bahrain,BHR,1995,Bahrain_1995,1.37
Bahrain,BHR,1996,Bahrain_1996,1.69
Bahrain,BHR,1997,Bahrain_1997,2.26
Bahrain,BHR,1998,Bahrain_1998,0.86
Bahrain,BHR,1999,Bahrain_1999,1.1
Bahrain,BHR,2000,Bahrain_2000,0.54
Bahrain,BHR,2001,Bahrain_2001,0.55
Bahrain,BHR,2002,Bahrain_2002,0.55
Bahrain,BHR,2003,Bahrain_2003,0.55
Bahrain,BHR,2004,Bahrain_2004,0.55
Bahrain,BHR,2005,Bahrain_2005,0.54
Bahrain,BHR,2006,Bahrain_2006,0.52
Bahrain,BHR,2007,Bahrain_2007,0.49
Bahrain,BHR,2008,Bahrain_2008,0.47
Bahrain,BHR,2009,Bahrain_2009,0.46
Bahrain,BHR,2010,Bahrain_2010,0.46
Bahrain,BHR,2011,Bahrain_2011,0.34
Bahrain,BHR,2012,Bahrain_2012,0.35
Bahrain,BHR,2013,Bahrain_2013,0.37
Bahrain,BHR,2014,Bahrain_2014,0.38
Bangladesh,BGD,1961,Bangladesh_1961,0
Bangladesh,BGD,1962,Bangladesh_1962,0
Bangladesh,BGD,1963,Bangladesh_1963,0
Bangladesh,BGD,1964,Bangladesh_1964,0
Bangladesh,BGD,1965,Bangladesh_1965,0
Bangladesh,BGD,1966,Bangladesh_1966,0
Bangladesh,BGD,1967,Bangladesh_1967,0
Bangladesh,BGD,1968,Bangladesh_1968,0
Bangladesh,BGD,1969,Bangladesh_1969,0
Bangladesh,BGD,1970,Bangladesh_1970,0
Bangladesh,BGD,1971,Bangladesh_1971,0
Bangladesh,BGD,1972,Bangladesh_1972,0
Bangladesh,BGD,1973,Bangladesh_1973,0
Bangladesh,BGD,1974,Bangladesh_1974,0
Bangladesh,BGD,1975,Bangladesh_1975,0
Bangladesh,BGD,1976,Bangladesh_1976,0
Bangladesh,BGD,1977,Bangladesh_1977,0
Bangladesh,BGD,1978,Bangladesh_1978,0
Bangladesh,BGD,1979,Bangladesh_1979,0
Bangladesh,BGD,1980,Bangladesh_1980,0
Bangladesh,BGD,1981,Bangladesh_1981,0
Bangladesh,BGD,1982,Bangladesh_1982,0
Bangladesh,BGD,1983,Bangladesh_1983,0
Bangladesh,BGD,1984,Bangladesh_1984,0
Bangladesh,BGD,1985,Bangladesh_1985,0
Bangladesh,BGD,1986,Bangladesh_1986,0
Bangladesh,BGD,1987,Bangladesh_1987,0
Bangladesh,BGD,1988,Bangladesh_1988,0
Bangladesh,BGD,1989,Bangladesh_1989,0
Bangladesh,BGD,1990,Bangladesh_1990,0
Bangladesh,BGD,1991,Bangladesh_1991,0
Bangladesh,BGD,1992,Bangladesh_1992,0
Bangladesh,BGD,1993,Bangladesh_1993,0
Bangladesh,BGD,1994,Bangladesh_1994,0
Bangladesh,BGD,1995,Bangladesh_1995,0
Bangladesh,BGD,1996,Bangladesh_1996,0
Bangladesh,BGD,1997,Bangladesh_1997,0
Bangladesh,BGD,1998,Bangladesh_1998,0
Bangladesh,BGD,1999,Bangladesh_1999,0
Bangladesh,BGD,2000,Bangladesh_2000,0
Bangladesh,BGD,2001,Bangladesh_2001,0
Bangladesh,BGD,2002,Bangladesh_2002,0
Bangladesh,BGD,2003,Bangladesh_2003,0
Bangladesh,BGD,2004,Bangladesh_2004,0
Bangladesh,BGD,2005,Bangladesh_2005,0
Bangladesh,BGD,2006,Bangladesh_2006,0
Bangladesh,BGD,2007,Bangladesh_2007,0
Bangladesh,BGD,2008,Bangladesh_2008,0
Bangladesh,BGD,2009,Bangladesh_2009,0
Bangladesh,BGD,2010,Bangladesh_2010,0
Bangladesh,BGD,2011,Bangladesh_2011,0
Bangladesh,BGD,2012,Bangladesh_2012,0
Bangladesh,BGD,2013,Bangladesh_2013,0
Barbados,BRB,1990,Barbados_1990,3.06
Barbados,BRB,1991,Barbados_1991,2.92
Barbados,BRB,1992,Barbados_1992,2.23
Barbados,BRB,1993,Barbados_1993,2.63
Barbados,BRB,1994,Barbados_1994,2.76
Barbados,BRB,1995,Barbados_1995,1.83
Barbados,BRB,1996,Barbados_1996,1.83
Barbados,BRB,1997,Barbados_1997,1.94
Barbados,BRB,1998,Barbados_1998,1.96
Barbados,BRB,1999,Barbados_1999,2.02
Barbados,BRB,2000,Barbados_2000,2.76
Barbados,BRB,2001,Barbados_2001,2.9
Barbados,BRB,2002,Barbados_2002,2.91
Barbados,BRB,2003,Barbados_2003,2.9
Barbados,BRB,2004,Barbados_2004,2.98
Barbados,BRB,2005,Barbados_2005,3.22
Barbados,BRB,2006,Barbados_2006,3.28
Barbados,BRB,2007,Barbados_2007,3.14
Barbados,BRB,2008,Barbados_2008,3.43
Barbados,BRB,2009,Barbados_2009,3.15
Barbados,BRB,2010,Barbados_2010,3.3
Barbados,BRB,2011,Barbados_2011,3.34
Barbados,BRB,2012,Barbados_2012,3.39
Barbados,BRB,2013,Barbados_2013,3.4
Barbados,BRB,2014,Barbados_2014,3.42
Belarus,BLR,1988,Belarus_1988,1.65
Belarus,BLR,1989,Belarus_1989,1.83
Belarus,BLR,1990,Belarus_1990,1.87
Belarus,BLR,1991,Belarus_1991,1.92
Belarus,BLR,1992,Belarus_1992,1.58
Belarus,BLR,1993,Belarus_1993,1.24
Belarus,BLR,1994,Belarus_1994,0.88
Belarus,BLR,1995,Belarus_1995,0.79
Belarus,BLR,1996,Belarus_1996,0.98
Belarus,BLR,1997,Belarus_1997,1.14
Belarus,BLR,1998,Belarus_1998,1.19
Belarus,BLR,1999,Belarus_1999,1.22
Belarus,BLR,2000,Belarus_2000,1.18
Belarus,BLR,2001,Belarus_2001,1.15
Belarus,BLR,2002,Belarus_2002,2.73
Belarus,BLR,2003,Belarus_2003,3.2
Belarus,BLR,2004,Belarus_2004,1.33
Belarus,BLR,2005,Belarus_2005,1.47
Belarus,BLR,2006,Belarus_2006,2.03
Belarus,BLR,2007,Belarus_2007,2.38
Belarus,BLR,2008,Belarus_2008,2.54
Belarus,BLR,2009,Belarus_2009,2.39
Belarus,BLR,2010,Belarus_2010,2.5
Belarus,BLR,2011,Belarus_2011,3.1
Belarus,BLR,2012,Belarus_2012,2.98
Belarus,BLR,2013,Belarus_2013,3.08
Belarus,BLR,2014,Belarus_2014,3.01
Belgium,BEL,1963,Belgium_1963,7.64
Belgium,BEL,1964,Belgium_1964,7.93
Belgium,BEL,1965,Belgium_1965,7.67
Belgium,BEL,1966,Belgium_1966,7.65
Belgium,BEL,1967,Belgium_1967,7.94
Belgium,BEL,1968,Belgium_1968,7.99
Belgium,BEL,1969,Belgium_1969,8.29
Belgium,BEL,1970,Belgium_1970,8.66
Belgium,BEL,1971,Belgium_1971,8.49
Belgium,BEL,1972,Belgium_1972,8.7
Belgium,BEL,1973,Belgium_1973,9.25
Belgium,BEL,1974,Belgium_1974,8.58
Belgium,BEL,1975,Belgium_1975,8.38
Belgium,BEL,1976,Belgium_1976,8.8
Belgium,BEL,1977,Belgium_1977,8.28
Belgium,BEL,1978,Belgium_1978,7.92
Belgium,BEL,1979,Belgium_1979,7.9
Belgium,BEL,1980,Belgium_1980,8.2
Belgium,BEL,1981,Belgium_1981,7.73
Belgium,BEL,1982,Belgium_1982,8.23
Belgium,BEL,1983,Belgium_1983,7.92
Belgium,BEL,1984,Belgium_1984,7.79
Belgium,BEL,1985,Belgium_1985,7.45
Belgium,BEL,1986,Belgium_1986,7.36
Belgium,BEL,1987,Belgium_1987,7.42
Belgium,BEL,1988,Belgium_1988,7.25
Belgium,BEL,1989,Belgium_1989,7.01
Belgium,BEL,1990,Belgium_1990,7.37
Belgium,BEL,1991,Belgium_1991,6.8
Belgium,BEL,1992,Belgium_1992,6.85
Belgium,BEL,1993,Belgium_1993,6.68
Belgium,BEL,1994,Belgium_1994,6.47
Belgium,BEL,1995,Belgium_1995,6.34
Belgium,BEL,1996,Belgium_1996,6.2
Belgium,BEL,1997,Belgium_1997,6.11
Belgium,BEL,1998,Belgium_1998,5.96
Belgium,BEL,1999,Belgium_1999,6.06
Belgium,BEL,2000,Belgium_2000,6.15
Belgium,BEL,2001,Belgium_2001,6.08
Belgium,BEL,2002,Belgium_2002,6.09
Belgium,BEL,2003,Belgium_2003,6.14
Belgium,BEL,2004,Belgium_2004,5.95
Belgium,BEL,2005,Belgium_2005,6.07
Belgium,BEL,2006,Belgium_2006,5.61
Belgium,BEL,2007,Belgium_2007,5.21
Belgium,BEL,2008,Belgium_2008,5.04
Belgium,BEL,2009,Belgium_2009,4.94
Belgium,BEL,2010,Belgium_2010,5.02
Belgium,BEL,2011,Belgium_2011,4.89
Belgium,BEL,2012,Belgium_2012,4.79
Belgium,BEL,2013,Belgium_2013,5.81
Belgium,BEL,2014,Belgium_2014,6.21
Belize,BLZ,1961,Belize_1961,0.54
Belize,BLZ,1962,Belize_1962,1.06
Belize,BLZ,1963,Belize_1963,0.93
Belize,BLZ,1964,Belize_1964,0.98
Belize,BLZ,1965,Belize_1965,1.08
Belize,BLZ,1966,Belize_1966,0.9
Belize,BLZ,1967,Belize_1967,0.79
Belize,BLZ,1968,Belize_1968,0.94
Belize,BLZ,1969,Belize_1969,1.15
Belize,BLZ,1970,Belize_1970,1.09
Belize,BLZ,1971,Belize_1971,1.13
Belize,BLZ,1972,Belize_1972,1.6
Belize,BLZ,1973,Belize_1973,1.65
Belize,BLZ,1974,Belize_1974,2.22
Belize,BLZ,1975,Belize_1975,2.36
Belize,BLZ,1976,Belize_1976,2.39
Belize,BLZ,1977,Belize_1977,2.62
Belize,BLZ,1978,Belize_1978,1.95
Belize,BLZ,1979,Belize_1979,2.21
Belize,BLZ,1980,Belize_1980,2.05
Belize,BLZ,1981,Belize_1981,2.6
Belize,BLZ,1982,Belize_1982,2.22
Belize,BLZ,1983,Belize_1983,2.24
Belize,BLZ,1984,Belize_1984,1.65
Belize,BLZ,1985,Belize_1985,1.5
Belize,BLZ,1986,Belize_1986,1.35
Belize,BLZ,1987,Belize_1987,1.41
Belize,BLZ,1988,Belize_1988,1.54
Belize,BLZ,1990,Belize_1990,1.68
Belize,BLZ,1991,Belize_1991,1.71
Belize,BLZ,1992,Belize_1992,2.02
Belize,BLZ,1993,Belize_1993,3.59
Belize,BLZ,1994,Belize_1994,2.72
Belize,BLZ,1995,Belize_1995,2.71
Belize,BLZ,1996,Belize_1996,2.12
Belize,BLZ,1997,Belize_1997,2.16
Belize,BLZ,1998,Belize_1998,2.2
Belize,BLZ,1999,Belize_1999,2.19
Belize,BLZ,2000,Belize_2000,2.83
Belize,BLZ,2001,Belize_2001,2.95
Belize,BLZ,2002,Belize_2002,3.09
Belize,BLZ,2003,Belize_2003,3.7
Belize,BLZ,2004,Belize_2004,3.98
Belize,BLZ,2005,Belize_2005,3.96
Belize,BLZ,2006,Belize_2006,4.12
Belize,BLZ,2007,Belize_2007,4.88
Belize,BLZ,2008,Belize_2008,4.86
Belize,BLZ,2009,Belize_2009,4.53
Belize,BLZ,2010,Belize_2010,4.52
Belize,BLZ,2011,Belize_2011,4.43
Belize,BLZ,2012,Belize_2012,4.37
Belize,BLZ,2013,Belize_2013,4.34
Belize,BLZ,2014,Belize_2014,4.34
Benin,BEN,1961,Benin_1961,0.57
Benin,BEN,1962,Benin_1962,0.53
Benin,BEN,1963,Benin_1963,0.54
Benin,BEN,1964,Benin_1964,0.49
Benin,BEN,1965,Benin_1965,0.47
Benin,BEN,1966,Benin_1966,0.46
Benin,BEN,1967,Benin_1967,0.42
Benin,BEN,1968,Benin_1968,0.46
Benin,BEN,1969,Benin_1969,0.48
Benin,BEN,1970,Benin_1970,0.51
Benin,BEN,1971,Benin_1971,0.57
Benin,BEN,1972,Benin_1972,0.58
Benin,BEN,1973,Benin_1973,0.63
Benin,BEN,1974,Benin_1974,0.69
Benin,BEN,1975,Benin_1975,0.69
Benin,BEN,1976,Benin_1976,0.7
Benin,BEN,1977,Benin_1977,0.82
Benin,BEN,1978,Benin_1978,0.82
Benin,BEN,1979,Benin_1979,0.81
Benin,BEN,1980,Benin_1980,0.79
Benin,BEN,1981,Benin_1981,0.98
Benin,BEN,1982,Benin_1982,0.87
Benin,BEN,1983,Benin_1983,0.8
Benin,BEN,1984,Benin_1984,0.85
Benin,BEN,1985,Benin_1985,0.83
Benin,BEN,1986,Benin_1986,0.81
Benin,BEN,1987,Benin_1987,0.89
Benin,BEN,1988,Benin_1988,0.8
Benin,BEN,1989,Benin_1989,0.99
Benin,BEN,1990,Benin_1990,0.61
Benin,BEN,1991,Benin_1991,0.44
Benin,BEN,1992,Benin_1992,0.46
Benin,BEN,1993,Benin_1993,0.52
Benin,BEN,1994,Benin_1994,0.46
Benin,BEN,1995,Benin_1995,0.46
Benin,BEN,1996,Benin_1996,0.65
Benin,BEN,1997,Benin_1997,0.58
Benin,BEN,1998,Benin_1998,0.54
Benin,BEN,1999,Benin_1999,0.37
Benin,BEN,2000,Benin_2000,0.54
Benin,BEN,2001,Benin_2001,0.66
Benin,BEN,2002,Benin_2002,0.73
Benin,BEN,2003,Benin_2003,0.7
Benin,BEN,2004,Benin_2004,0.53
Benin,BEN,2005,Benin_2005,0.51
Benin,BEN,2006,Benin_2006,0.53
Benin,BEN,2007,Benin_2007,0.55
Benin,BEN,2008,Benin_2008,0.62
Benin,BEN,2009,Benin_2009,0.62
Benin,BEN,2010,Benin_2010,0.67
Benin,BEN,2011,Benin_2011,0.79
Bhutan,BTN,1961,Bhutan_1961,0.42
Bhutan,BTN,1962,Bhutan_1962,0.45
Bhutan,BTN,1963,Bhutan_1963,0.51
Bhutan,BTN,1964,Bhutan_1964,0.5
Bhutan,BTN,1965,Bhutan_1965,0.51
Bhutan,BTN,1966,Bhutan_1966,0.49
Bhutan,BTN,1967,Bhutan_1967,0.52
Bhutan,BTN,1968,Bhutan_1968,0.55
Bhutan,BTN,1969,Bhutan_1969,0.53
Bhutan,BTN,1970,Bhutan_1970,0.54
Bhutan,BTN,1971,Bhutan_1971,0.53
Bhutan,BTN,1972,Bhutan_1972,0.55
Bhutan,BTN,1973,Bhutan_1973,0.53
Bhutan,BTN,1974,Bhutan_1974,0.59
Bhutan,BTN,1975,Bhutan_1975,0.59
Bhutan,BTN,1976,Bhutan_1976,0.48
Bhutan,BTN,1977,Bhutan_1977,0.5
Bhutan,BTN,1978,Bhutan_1978,0.49
Bhutan,BTN,1979,Bhutan_1979,0.53
Bhutan,BTN,1980,Bhutan_1980,0.5
Bhutan,BTN,1981,Bhutan_1981,0.52
Bhutan,BTN,1982,Bhutan_1982,0.55
Bhutan,BTN,1983,Bhutan_1983,0.51
Bhutan,BTN,1984,Bhutan_1984,0.51
Bhutan,BTN,1985,Bhutan_1985,0.5
Bhutan,BTN,1986,Bhutan_1986,0.46
Bhutan,BTN,1987,Bhutan_1987,0.46
Bhutan,BTN,1988,Bhutan_1988,0.32
Bhutan,BTN,1989,Bhutan_1989,0.31
Bhutan,BTN,1990,Bhutan_1990,1.74
Bhutan,BTN,1991,Bhutan_1991,1.82
Bhutan,BTN,1992,Bhutan_1992,2.09
Bhutan,BTN,1993,Bhutan_1993,3
Bhutan,BTN,1994,Bhutan_1994,1.81
Bhutan,BTN,1995,Bhutan_1995,1.82
Bhutan,BTN,1996,Bhutan_1996,3.16
Bhutan,BTN,1997,Bhutan_1997,1.92
Bhutan,BTN,1998,Bhutan_1998,1.79
Bhutan,BTN,1999,Bhutan_1999,3.25
Bhutan,BTN,2000,Bhutan_2000,0.17
Bhutan,BTN,2001,Bhutan_2001,0.14
Bhutan,BTN,2002,Bhutan_2002,0.29
Bhutan,BTN,2003,Bhutan_2003,0.49
Bhutan,BTN,2004,Bhutan_2004,0.62
Bhutan,BTN,2005,Bhutan_2005,0.36
Bhutan,BTN,2006,Bhutan_2006,0.25
Bhutan,BTN,2007,Bhutan_2007,0.12
Bhutan,BTN,2008,Bhutan_2008,0.13
Bhutan,BTN,2009,Bhutan_2009,0.12
Bhutan,BTN,2010,Bhutan_2010,0.11
Bhutan,BTN,2011,Bhutan_2011,0.18
Bolivia,BOL,1961,Bolivia_1961,0.46
Bolivia,BOL,1962,Bolivia_1962,0.49
Bolivia,BOL,1963,Bolivia_1963,0.52
Bolivia,BOL,1964,Bolivia_1964,0.55
Bolivia,BOL,1965,Bolivia_1965,0.52
Bolivia,BOL,1966,Bolivia_1966,0.59
Bolivia,BOL,1967,Bolivia_1967,0.61
Bolivia,BOL,1968,Bolivia_1968,0.6
Bolivia,BOL,1969,Bolivia_1969,0.65
Bolivia,BOL,1970,Bolivia_1970,0.71
Bolivia,BOL,1971,Bolivia_1971,0.75
Bolivia,BOL,1972,Bolivia_1972,0.76
Bolivia,BOL,1973,Bolivia_1973,0.77
Bolivia,BOL,1974,Bolivia_1974,0.96
Bolivia,BOL,1975,Bolivia_1975,1.25
Bolivia,BOL,1976,Bolivia_1976,1.54
Bolivia,BOL,1977,Bolivia_1977,1.66
Bolivia,BOL,1978,Bolivia_1978,1.7
Bolivia,BOL,1979,Bolivia_1979,1.79
Bolivia,BOL,1980,Bolivia_1980,1.64
Bolivia,BOL,1981,Bolivia_1981,1.63
Bolivia,BOL,1982,Bolivia_1982,1.24
Bolivia,BOL,1983,Bolivia_1983,0.94
Bolivia,BOL,1984,Bolivia_1984,0.94
Bolivia,BOL,1985,Bolivia_1985,1
Bolivia,BOL,1986,Bolivia_1986,1.14
Bolivia,BOL,1987,Bolivia_1987,1.16
Bolivia,BOL,1988,Bolivia_1988,1.1
Bolivia,BOL,1989,Bolivia_1989,1.26
Bolivia,BOL,1990,Bolivia_1990,1.33
Bolivia,BOL,1991,Bolivia_1991,1.37
Bolivia,BOL,1992,Bolivia_1992,1.36
Bolivia,BOL,1993,Bolivia_1993,1.63
Bolivia,BOL,1994,Bolivia_1994,1.6
Bolivia,BOL,1995,Bolivia_1995,1.72
Bolivia,BOL,1996,Bolivia_1996,1.67
Bolivia,BOL,1997,Bolivia_1997,1.73
Bolivia,BOL,1998,Bolivia_1998,1.68
Bolivia,BOL,1999,Bolivia_1999,2.2
Bolivia,BOL,2000,Bolivia_2000,1.68
Bolivia,BOL,2001,Bolivia_2001,1.55
Bolivia,BOL,2002,Bolivia_2002,1.58
Bolivia,BOL,2003,Bolivia_2003,1.7
Bolivia,BOL,2004,Bolivia_2004,2
Bolivia,BOL,2005,Bolivia_2005,2.14
Bolivia,BOL,2006,Bolivia_2006,2.35
Bolivia,BOL,2007,Bolivia_2007,2.54
Bolivia,BOL,2008,Bolivia_2008,2.78
Bolivia,BOL,2009,Bolivia_2009,2.94
Bolivia,BOL,2010,Bolivia_2010,2.96
Bolivia,BOL,2011,Bolivia_2011,2.84
Bolivia,BOL,2012,Bolivia_2012,2.81
Bolivia,BOL,2013,Bolivia_2013,2.73
Bolivia,BOL,2014,Bolivia_2014,2.73
Bosnia and Herzegovina,BIH,1990,Bosnia and Herzegovina_1990,2.68
Bosnia and Herzegovina,BIH,1991,Bosnia and Herzegovina_1991,2.15
Bosnia and Herzegovina,BIH,1992,Bosnia and Herzegovina_1992,0.87
Bosnia and Herzegovina,BIH,1993,Bosnia and Herzegovina_1993,0.92
Bosnia and Herzegovina,BIH,1994,Bosnia and Herzegovina_1994,1.09
Bosnia and Herzegovina,BIH,1995,Bosnia and Herzegovina_1995,1.09
Bosnia and Herzegovina,BIH,1996,Bosnia and Herzegovina_1996,1.46
Bosnia and Herzegovina,BIH,1997,Bosnia and Herzegovina_1997,1.76
Bosnia and Herzegovina,BIH,1998,Bosnia and Herzegovina_1998,1.72
Bosnia and Herzegovina,BIH,1999,Bosnia and Herzegovina_1999,1.59
Bosnia and Herzegovina,BIH,2000,Bosnia and Herzegovina_2000,2.57
Bosnia and Herzegovina,BIH,2001,Bosnia and Herzegovina_2001,2.61
Bosnia and Herzegovina,BIH,2002,Bosnia and Herzegovina_2002,2.65
Bosnia and Herzegovina,BIH,2003,Bosnia and Herzegovina_2003,2.87
Bosnia and Herzegovina,BIH,2004,Bosnia and Herzegovina_2004,3.03
Bosnia and Herzegovina,BIH,2005,Bosnia and Herzegovina_2005,3.34
Bosnia and Herzegovina,BIH,2006,Bosnia and Herzegovina_2006,3.57
Bosnia and Herzegovina,BIH,2007,Bosnia and Herzegovina_2007,3.77
Bosnia and Herzegovina,BIH,2008,Bosnia and Herzegovina_2008,3.8
Bosnia and Herzegovina,BIH,2009,Bosnia and Herzegovina_2009,3.5
Bosnia and Herzegovina,BIH,2010,Bosnia and Herzegovina_2010,3.33
Bosnia and Herzegovina,BIH,2011,Bosnia and Herzegovina_2011,3.43
Bosnia and Herzegovina,BIH,2012,Bosnia and Herzegovina_2012,3.5
Bosnia and Herzegovina,BIH,2013,Bosnia and Herzegovina_2013,3.28
Bosnia and Herzegovina,BIH,2014,Bosnia and Herzegovina_2014,3.2
Botswana,BWA,1961,Botswana_1961,3.05
Botswana,BWA,1962,Botswana_1962,2.91
Botswana,BWA,1963,Botswana_1963,3.17
Botswana,BWA,1964,Botswana_1964,3.03
Botswana,BWA,1965,Botswana_1965,3.23
Botswana,BWA,1966,Botswana_1966,3.48
Botswana,BWA,1967,Botswana_1967,3.4
Botswana,BWA,1968,Botswana_1968,3.18
Botswana,BWA,1969,Botswana_1969,3.32
Botswana,BWA,1970,Botswana_1970,3.34
Botswana,BWA,1971,Botswana_1971,3.36
Botswana,BWA,1972,Botswana_1972,3.87
Botswana,BWA,1973,Botswana_1973,3.98
Botswana,BWA,1974,Botswana_1974,2.55
Botswana,BWA,1975,Botswana_1975,2.85
Botswana,BWA,1976,Botswana_1976,2.54
Botswana,BWA,1977,Botswana_1977,2.25
Botswana,BWA,1978,Botswana_1978,1.28
Botswana,BWA,1979,Botswana_1979,1.36
Botswana,BWA,1980,Botswana_1980,1.51
Botswana,BWA,1981,Botswana_1981,1.54
Botswana,BWA,1982,Botswana_1982,1.48
Botswana,BWA,1983,Botswana_1983,1.58
Botswana,BWA,1984,Botswana_1984,1.77
Botswana,BWA,1985,Botswana_1985,2.29
Botswana,BWA,1986,Botswana_1986,2.25
Botswana,BWA,1987,Botswana_1987,2.22
Botswana,BWA,1988,Botswana_1988,2.06
Botswana,BWA,1989,Botswana_1989,2.35
Botswana,BWA,1990,Botswana_1990,2.02
Botswana,BWA,1991,Botswana_1991,2.03
Botswana,BWA,1992,Botswana_1992,2.99
Botswana,BWA,1993,Botswana_1993,3.12
Botswana,BWA,1994,Botswana_1994,2.19
Botswana,BWA,1995,Botswana_1995,2.1
Botswana,BWA,1996,Botswana_1996,2.1
Botswana,BWA,1997,Botswana_1997,2.03
Botswana,BWA,1998,Botswana_1998,2.12
Botswana,BWA,1999,Botswana_1999,2.01
Botswana,BWA,2000,Botswana_2000,2.3
Botswana,BWA,2001,Botswana_2001,2.69
Botswana,BWA,2002,Botswana_2002,2.6
Botswana,BWA,2003,Botswana_2003,2.39
Botswana,BWA,2004,Botswana_2004,2.47
Botswana,BWA,2005,Botswana_2005,2.58
Botswana,BWA,2006,Botswana_2006,2.67
Botswana,BWA,2007,Botswana_2007,2.68
Botswana,BWA,2008,Botswana_2008,2.22
Botswana,BWA,2009,Botswana_2009,2.35
Botswana,BWA,2010,Botswana_2010,3.36
Botswana,BWA,2011,Botswana_2011,2.39
Brazil,BRA,1963,Brazil_1963,0.67
Brazil,BRA,1964,Brazil_1964,0.76
Brazil,BRA,1965,Brazil_1965,0.72
Brazil,BRA,1966,Brazil_1966,0.64
Brazil,BRA,1967,Brazil_1967,0.72
Brazil,BRA,1968,Brazil_1968,0.78
Brazil,BRA,1969,Brazil_1969,0.7
Brazil,BRA,1970,Brazil_1970,0.68
Brazil,BRA,1971,Brazil_1971,0.83
Brazil,BRA,1972,Brazil_1972,0.74
Brazil,BRA,1973,Brazil_1973,0.84
Brazil,BRA,1974,Brazil_1974,0.87
Brazil,BRA,1975,Brazil_1975,0.87
Brazil,BRA,1976,Brazil_1976,0.94
Brazil,BRA,1977,Brazil_1977,1.05
Brazil,BRA,1978,Brazil_1978,1.3
Brazil,BRA,1979,Brazil_1979,1.38
Brazil,BRA,1980,Brazil_1980,1.37
Brazil,BRA,1981,Brazil_1981,1.39
Brazil,BRA,1982,Brazil_1982,1.41
Brazil,BRA,1983,Brazil_1983,1.43
Brazil,BRA,1984,Brazil_1984,1.4
Brazil,BRA,1985,Brazil_1985,1.42
Brazil,BRA,1986,Brazil_1986,1.74
Brazil,BRA,1987,Brazil_1987,1.69
Brazil,BRA,1988,Brazil_1988,1.78
Brazil,BRA,1989,Brazil_1989,2.89
Brazil,BRA,1990,Brazil_1990,2.96
Brazil,BRA,1991,Brazil_1991,3.22
Brazil,BRA,1992,Brazil_1992,2.86
Brazil,BRA,1993,Brazil_1993,2.83
Brazil,BRA,1994,Brazil_1994,2.84
Brazil,BRA,1995,Brazil_1995,3.38
Brazil,BRA,1996,Brazil_1996,3.4
Brazil,BRA,1997,Brazil_1997,3.36
Brazil,BRA,1998,Brazil_1998,3.3
Brazil,BRA,1999,Brazil_1999,3.54
Brazil,BRA,2000,Brazil_2000,3.33
Brazil,BRA,2001,Brazil_2001,3.34
Brazil,BRA,2002,Brazil_2002,3.32
Brazil,BRA,2003,Brazil_2003,3.18
Brazil,BRA,2004,Brazil_2004,3.22
Brazil,BRA,2005,Brazil_2005,3.36
Brazil,BRA,2006,Brazil_2006,3.56
Brazil,BRA,2007,Brazil_2007,3.74
Brazil,BRA,2008,Brazil_2008,3.84
Brazil,BRA,2009,Brazil_2009,4.15
Brazil,BRA,2010,Brazil_2010,4.42
Brazil,BRA,2011,Brazil_2011,4.49
Brazil,BRA,2012,Brazil_2012,4.61
Brazil,BRA,2013,Brazil_2013,4.45
Brazil,BRA,2014,Brazil_2014,4.64
Brunei,BRN,1961,Brunei_1961,0.46
Brunei,BRN,1962,Brunei_1962,0.59
Brunei,BRN,1963,Brunei_1963,0.65
Brunei,BRN,1964,Brunei_1964,0.8
Brunei,BRN,1965,Brunei_1965,0.69
Brunei,BRN,1966,Brunei_1966,0.86
Brunei,BRN,1967,Brunei_1967,0.81
Brunei,BRN,1968,Brunei_1968,0.84
Brunei,BRN,1969,Brunei_1969,0.93
Brunei,BRN,1970,Brunei_1970,0.89
Brunei,BRN,1971,Brunei_1971,0.91
Brunei,BRN,1972,Brunei_1972,0.96
Brunei,BRN,1973,Brunei_1973,0.88
Brunei,BRN,1974,Brunei_1974,0.93
Brunei,BRN,1975,Brunei_1975,0.88
Brunei,BRN,1976,Brunei_1976,1.11
Brunei,BRN,1977,Brunei_1977,1.23
Brunei,BRN,1978,Brunei_1978,1.32
Brunei,BRN,1979,Brunei_1979,1.38
Brunei,BRN,1980,Brunei_1980,1.7
Brunei,BRN,1981,Brunei_1981,1.78
Brunei,BRN,1982,Brunei_1982,1.85
Brunei,BRN,1983,Brunei_1983,2.11
Brunei,BRN,1984,Brunei_1984,2.45
Brunei,BRN,1985,Brunei_1985,2.32
Brunei,BRN,1986,Brunei_1986,2.18
Brunei,BRN,1987,Brunei_1987,2.5
Brunei,BRN,1988,Brunei_1988,1.98
