Entity,Code,Year,spirits,beer,wine,total_consumpssion_2015
Senegal,SEN,2011,0.03,0.15,0.13,0.5
Serbia,SRB,2011,2.13,2.93,4.31,12.9
Seychelles,SYC,2011,2.11,4.9,2.71,6.7
Sierra Leone,SLE,2011,0.02,0.19,0.03,8.2
Singapore,SGP,2011,0.19,1.31,0.27,2.9
Slovakia,SVK,2011,4.47,3.53,1.77,12.5
Slovenia,SVN,2011,0.86,4.94,4.81,10.9
Solomon Islands,SLB,2011,0.03,0.92,0.03,1.6
Somalia,SOM,2011,0,0,0,0.5
South Africa,ZAF,2011,0.59,4.58,1.29,11.5
South Korea,KOR,2011,0.38,1.94,0.13,10.9
Spain,ESP,2011,2.96,4.43,2.14,10.6
Sri Lanka,LKA,2011,2.7,0.28,0,4.5
Sudan,SDN,2011,0.36,0.08,0,2.7
Suriname,SUR,2011,3.24,2.04,0.16,6.5
Swaziland,SWZ,2011,0.13,1.67,0.06,6.4
Sweden,SWE,2011,1.1,2.7,3.6,8.7
Switzerland,CHE,2011,1.88,3.17,4.82,10.4
Syria,SYR,2011,0.45,0.04,0.27,1.4
Tajikistan,TJK,2011,0.29,0.03,0.01,2.4
Tanzania,TZA,2011,0.1,0.7,0.01,8.1
Thailand,THA,2011,4.49,1.54,0.03,8.3
Timor,TLS,2011,0.06,0.36,0.09,1.2
Togo,TGO,2011,0.35,0.49,0.33,1.9
Tonga,TON,2011,0.32,0.53,0.1,2.1
Trinidad and Tobago,TTO,2011,2.76,3.51,0.13,6.6
Tunisia,TUN,2011,0.06,0.85,0.38,1.2
Turkey,TUR,2011,0.5,0.86,0.13,2.4
Turkmenistan,TKM,2011,1.31,0.44,0.79,5
Tuvalu,TUV,2011,0.06,0.13,1.15,1.3
Uganda,UGA,2011,0.21,0.72,0.01,10.5
Ukraine,UKR,2011,4.19,3.31,0.73,11.8
United Arab Emirates,ARE,2011,1.43,0.19,0.11,4.3
United Kingdom,GBR,2011,2.17,3.65,3.95,12
United States,USA,2011,2.88,4.24,1.55,9
Uruguay,URY,2011,0.59,1.95,3.43,7
Uzbekistan,UZB,2011,1.91,0.79,0.13,4.8
Vanuatu,VUT,2011,0.31,0.37,0.17,1.2
Venezuela,VEN,2011,1.58,5,0.09,8.3
Vietnam,VNM,2011,1.98,1.94,0.02,8.7
Yemen,YEM,2011,0,0.03,0,0.2
Zambia,ZMB,2011,0.36,0.75,0.06,4
Zimbabwe,ZWE,2011,0.32,2.05,0.12,4.8
Afghanistan,AFG,2010,0,0.01,0,1
Albania,ALB,2010,2.23,1.61,1.32,6.6
Algeria,DZA,2010,0.04,0.17,0.23,0.6
Andorra,AND,2010,2.68,3.54,4.39,9.1
Angola,AGO,2010,0.64,5.12,1.95,7.6
Antigua and Barbuda,ATG,2010,3.25,2.89,1.43,3.2
Argentina,ARG,2010,0.45,3.32,3.91,7.6
Armenia,ARM,2010,3.52,0.39,0.3,5.5
Australia,AUS,2010,1.3,4.51,3.87,12.6
Austria,AUT,2010,1.7,6.1,4.3,8.5
Azerbaijan,AZE,2010,1.46,0.16,0.22,2.1
Bahamas,BHS,2010,4.12,3.23,1.46,4.2
Bahrain,BHR,2010,1.36,0.46,0.11,2.4
Bangladesh,BGD,2010,0,0,0,0.2
Barbados,BRB,2010,3.97,3.3,0.93,6.5
Belarus,BLR,2010,6.73,2.5,0.75,17.1
Belgium,BEL,2010,1.47,5.02,3.71,10.8
Belize,BLZ,2010,1.96,4.52,0.13,8.3
Benin,BEN,2010,0.16,0.67,0.25,2.2
Bhutan,BTN,2010,0.1,0.11,0.07,1.1
Bolivia,BOL,2010,0.74,2.96,0.23,5.8
Bosnia and Herzegovina,BIH,2010,0.63,3.33,0.45,7.5
Botswana,BWA,2010,0.67,3.36,0.75,7.7
Brazil,BRA,2010,2.66,4.42,0.4,9.1
Brunei,BRN,2010,0.03,0.82,0.01,0.8
Bulgaria,BGR,2010,5.02,4.01,1.73,11.3
Burkina Faso,BFA,2010,0.12,0.46,0.12,7.4
Burundi,BDI,2010,0,1.59,0,9.8
Cambodia,KHM,2010,1.27,0.91,0.01,6.1
Cameroon,CMR,2010,0,2.53,0.09,7.7
Canada,CAN,2010,2.1,4.2,1.9,10.3
Cape Verde,CPV,2010,0.61,2.51,1.62,7.2
Central African Republic,CAF,2010,0.04,0.29,0.01,3.8
Chad,TCD,2010,0.03,0.32,0.02,4.4
Chile,CHL,2010,2.33,2.37,3.23,9.3
China,CHN,2010,3.98,1.6,0.17,7.6
Colombia,COL,2010,1.36,2.86,0.05,6.6
Comoros,COM,2010,0.08,0.04,0.03,0.2
Congo,COG,2010,0.35,2.9,0.28,3.9
Cook Islands,COK,2010,5.79,2.07,2.86,#N/A
Costa Rica,CRI,2010,1.28,2.07,0.19,5.1
Cote d'Ivoire,CIV,2010,0.02,0.71,0.26,6.5
Croatia,HRV,2010,1.19,4.46,6.05,11.7
Cuba,CUB,2010,2.41,1.6,0.09,5.5
Cyprus,CYP,2010,4.86,3.78,2.67,9.1
Czech Republic,CZE,2010,3.3,6.79,2.6,14.1
Democratic Republic of Congo,COD,2010,0.04,0.62,0.22,3.4
Denmark,DNK,2010,1.44,3.86,4.92,10.2
Djibouti,DJI,2010,0.18,0.2,0.05,0.9
Dominica,DMA,2010,6.16,0.48,0.74,6.6
Dominican Republic,DOM,2010,2.57,3.22,0.16,7.6
Ecuador,ECU,2010,1.21,2.67,0.05,6.1
Egypt,EGY,2010,0.08,0.12,0.02,0.3
El Salvador,SLV,2010,1.32,1,0.04,3.5
Equatorial Guinea,GNQ,2010,0,6.26,3.67,8.1
Eritrea,ERI,2010,0,0.4,0,1.4
Estonia,EST,2010,5.64,5.87,1.65,#N/A
Ethiopia,ETH,2010,0.06,0.36,0,4.3
Fiji,FJI,2010,0.88,1.35,0.02,3.2
Finland,FIN,2010,2.33,4.47,1.7,11.9
France,FRA,2010,2.7,2.2,6.6,11.6
Gabon,GAB,2010,1.69,5.96,1.17,11.8
Gambia,GMB,2010,0.01,0.17,0.02,3.2
Georgia,GEO,2010,2.11,1.36,3.76,6.7
Germany,DEU,2010,2.08,6.01,3.12,10.6
Ghana,GHA,2010,0.04,0.48,0.17,5.4
Greece,GRC,2010,1.85,2.25,4.8,9.3
Grenada,GRD,2010,3.73,3.55,0.43,10.4
Guatemala,GTM,2010,1.22,0.87,0.03,3.9
Guinea,GIN,2010,0.01,0.15,0.03,0.7
Guinea-Bissau,GNB,2010,0.54,0.44,0.69,4.3
Guyana,GUY,2010,5.74,1.74,0.02,8.6
Haiti,HTI,2010,5.73,0.01,0.01,5.9
Honduras,HND,2010,1.71,1.36,0.03,4
Hungary,HUN,2010,3.7,3.91,3.17,12.4
Iceland,ISL,2010,0.87,4.98,2.26,6.9
India,IND,2010,2.6,0.17,0,4.6
Indonesia,IDN,2010,0.01,0.07,0,0.6
Iran,IRN,2010,0.03,0,0,1
Iraq,IRQ,2010,0.04,0.14,0,0.5
Ireland,IRL,2010,2.22,5.73,2.98,10.9
Israel,ISR,2010,1.24,1.15,0.18,3.1
Italy,ITA,2010,0.84,1.66,4.45,6.1
Jamaica,JAM,2010,1.79,1.33,0.17,5.1
Japan,JPN,2010,3.76,1.33,0.28,7.5
Jordan,JOR,2010,0.39,0.1,0.01,0.7
Kazakhstan,KAZ,2010,4.35,2.11,0.37,8.2
Kenya,KEN,2010,0.4,0.96,0.03,4
Kiribati,KIR,2010,0,0.44,0.03,2.9
Kuwait,KWT,2010,0.01,0,0,0.1
Kyrgyzstan,KGZ,2010,2,0.63,0.1,3.9
Laos,LAO,2010,3.56,2.39,0,7.5
Latvia,LVA,2010,3.61,4.57,1.1,10.6
Lebanon,LBN,2010,0.9,0.41,0.25,2.2
Lesotho,LSO,2010,0.61,1.49,0.01,6.4
Liberia,LBR,2010,3.28,0.33,0.03,5.2
Libya,LBY,2010,0,0,0,0
Lithuania,LTU,2010,4.4,6,1,16.2
Luxembourg,LUX,2010,2.39,4.11,4.86,11.2
Macedonia,MKD,2010,0.39,0.75,0.33,5.7
Madagascar,MDG,2010,0.33,0.53,0.17,1.9
Malawi,MWI,2010,0.17,0.15,0.02,2.5
Malaysia,MYS,2010,0.1,0.38,0,1.7
Maldives,MDV,2010,0.88,0.5,0.46,1
Mali,MLI,2010,0.02,0.08,0.01,1
Malta,MLT,2010,1.62,2.89,3.1,7.2
Mauritania,MRT,2010,0,0,0,0.1
Mauritius,MUS,2010,0.79,1.81,0.35,4
Mexico,MEX,2010,1.12,3.92,0.12,6.8
Micronesia (country),FSM,2010,0.6,0.86,0.31,3.5
Moldova,MDA,2010,3.54,1.89,2.59,17.4
Mongolia,MNG,2010,4.04,1.6,0.16,7.8
Montenegro,MNE,2010,2.47,0.73,3.22,11.5
Morocco,MAR,2010,0.09,0.2,0.27,0.7
Mozambique,MOZ,2010,0.19,0.61,0.1,2
Myanmar,MMR,2010,0.16,0.14,0,0.7
Namibia,NAM,2010,0.07,7.16,0.06,11.8
Nauru,NRU,2010,0,0.94,0.16,3
Nepal,NPL,2010,0.12,0.12,0,2.1
Netherlands,NLD,2010,1.58,4.36,3.39,9.6
New Zealand,NZL,2010,1.46,3.67,3.26,11.2
Nicaragua,NIC,2010,2.03,1.33,0.02,4.6
Niger,NER,2010,0.05,0.05,0.01,0.3
Nigeria,NGA,2010,0.08,0.7,0.03,11.3
Niue,NIU,2010,2.4,1.9,0.6,#N/A
North Korea,PRK,2010,2.96,0.16,0,4.4
Norway,NOR,2010,1.25,2.91,2.29,7
Oman,OMN,2010,0.31,0.22,0.03,0.9
Pakistan,PAK,2010,0.03,0,0,0.1
Panama,PAN,2010,1.79,4.82,0.31,7.7
Papua New Guinea,PNG,2010,0.02,0.76,0.01,3.1
Paraguay,PRY,2010,1.88,2.39,1.32,9.6
Peru,PER,2010,1.67,2.7,0.36,5.2
Philippines,PHL,2010,3.37,1.32,0.02,5.6
Poland,POL,2010,3.77,5.88,0.94,11.5
Portugal,PRT,2010,0.93,3.37,7.49,12.5
Qatar,QAT,2010,0.71,0.33,0.11,1.3
Romania,ROU,2010,1.9,4.5,2.6,12.9
Russia,RUS,2010,5.53,4.11,1.28,14.5
Rwanda,RWA,2010,0.04,0.8,0,10
Saint Kitts and Nevis,KNA,2010,3.84,3.79,0.55,7
Saint Lucia,LCA,2010,5.55,3.28,1.45,10.4
Saint Vincent and the Grenadines,VCT,2010,4.22,2.32,0.33,7.2
Samoa,WSM,2010,0.35,2.57,0.09,#N/A
Sao Tome and Principe,STP,2010,0.52,0.79,4.26,6.8
Saudi Arabia,SAU,2010,0.09,0,0,0.2
Senegal,SEN,2010,0.03,0.14,0.12,0.5
Serbia,SRB,2010,2.12,2.88,4.45,12.9
Seychelles,SYC,2010,1.42,2.75,2.33,6.7
Sierra Leone,SLE,2010,0.02,0.18,0.03,8.2
Singapore,SGP,2010,0.27,1.29,0.25,2.9
Slovakia,SVK,2010,4.6,3.42,1.77,12.5
Slovenia,SVN,2010,0.89,4.59,4.84,10.9
Solomon Islands,SLB,2010,0.07,0.95,0.03,1.6
Somalia,SOM,2010,0,0,0,0.5
South Africa,ZAF,2010,1.21,3.5,1.29,11.5
South Korea,KOR,2010,0.4,1.88,0.14,10.9
Spain,ESP,2010,2.76,4.87,1.97,10.6
Sri Lanka,LKA,2010,1.97,0.3,0,4.5
Sudan,SDN,2010,0.29,0.17,0,2.7
Suriname,SUR,2010,2.93,2.03,0.13,6.5
Swaziland,SWZ,2010,0.02,1.69,0.05,6.4
Sweden,SWE,2010,1.1,2.7,3.4,8.7
Switzerland,CHE,2010,1.77,3.18,4.94,10.4
Syria,SYR,2010,0.46,0.05,0.27,1.4
Tajikistan,TJK,2010,0.29,0.02,0.01,2.4
Tanzania,TZA,2010,0.24,0.67,0.01,8.1
Thailand,THA,2010,4.31,1.59,0.03,8.3
Timor,TLS,2010,0.02,0.03,0.06,1.2
Togo,TGO,2010,0.02,0.63,0.28,1.9
Tonga,TON,2010,0.23,0.92,0.09,2.1
Trinidad and Tobago,TTO,2010,2.75,3.53,0.13,6.6
Tunisia,TUN,2010,0.06,0.87,0.35,1.2
Turkey,TUR,2010,0.5,0.86,0.13,2.4
Turkmenistan,TKM,2010,1.32,0.35,0.81,5
Tuvalu,TUV,2010,0.36,0.11,0.55,1.3
Uganda,UGA,2010,0.15,0.68,0.01,10.5
Ukraine,UKR,2010,4.06,3.36,0.75,11.8
United Arab Emirates,ARE,2010,1.38,0.19,0.11,4.3
United Kingdom,GBR,2010,2.25,3.76,3.96,12
United States,USA,2010,2.8,4.31,1.44,9
Uruguay,URY,2010,0.59,1.9,3.72,7
Uzbekistan,UZB,2010,1.97,0.65,0.11,4.8
Vanuatu,VUT,2010,0.38,0.34,0.19,1.2
Venezuela,VEN,2010,1.67,5.43,0.06,8.3
Vietnam,VNM,2010,2.09,1.82,0.02,8.7
Yemen,YEM,2010,0,0.06,0,0.2
Zambia,ZMB,2010,0.37,0.62,0.07,4
Zimbabwe,ZWE,2010,0.34,1.67,0.1,4.8
Afghanistan,AFG,2009,0,0.01,0,1
Albania,ALB,2009,2.3,2.08,1.3,6.6
Algeria,DZA,2009,0.04,0.2,0.28,0.6
Andorra,AND,2009,2.72,3.59,4.6,9.1
Angola,AGO,2009,0.36,4.75,1.86,7.6
Antigua and Barbuda,ATG,2009,3.29,2.94,1.32,3.2
Argentina,ARG,2009,0.4,3.23,4.31,7.6
Armenia,ARM,2009,3.36,0.32,0.27,5.5
Australia,AUS,2009,1.32,4.68,3.78,12.6
Austria,AUT,2009,1.7,6.2,3.4,8.5
Azerbaijan,AZE,2009,1.45,0.27,0.22,2.1
Bahamas,BHS,2009,4.15,3.14,1.56,4.2
Bahrain,BHR,2009,1.34,0.46,0.14,2.4
Bangladesh,BGD,2009,0,0,0,0.2
Barbados,BRB,2009,4.25,3.15,0.89,6.5
Belarus,BLR,2009,6.82,2.39,0.62,17.1
Belgium,BEL,2009,1.45,4.94,3.66,10.8
Belize,BLZ,2009,1.96,4.53,0.17,8.3
Benin,BEN,2009,0.15,0.62,0.2,2.2
Bhutan,BTN,2009,0.03,0.12,0.02,1.1
Bolivia,BOL,2009,0.69,2.94,0.23,5.8
Bosnia and Herzegovina,BIH,2009,0.61,3.5,0.51,7.5
Botswana,BWA,2009,0.69,2.35,0.73,7.7
Brazil,BRA,2009,2.76,4.15,0.39,9.1
Brunei,BRN,2009,0.05,0.18,0.01,0.8
Bulgaria,BGR,2009,4.84,4.03,2.02,11.3
Burkina Faso,BFA,2009,0.14,0.46,0.08,7.4
Burundi,BDI,2009,0,1.37,0,9.8
Cambodia,KHM,2009,1.18,0.94,0.02,6.1
Cameroon,CMR,2009,0.01,2.71,0.08,7.7
Canada,CAN,2009,2.1,4.2,1.9,10.3
Cape Verde,CPV,2009,0.48,2.2,1.76,7.2
Central African Republic,CAF,2009,0.04,0.3,0.01,3.8
Chad,TCD,2009,0.02,0.31,0.01,4.4
Chile,CHL,2009,2.5,2.32,2.85,9.3
China,CHN,2009,3.25,1.53,0.1,7.6
Colombia,COL,2009,1.33,2.95,0.04,6.6
Comoros,COM,2009,0.1,0.04,0.02,0.2
Congo,COG,2009,0.34,2.86,0.27,3.9
Cook Islands,COK,2009,4.42,3.06,1.3,#N/A
Costa Rica,CRI,2009,1.42,2.43,0.18,5.1
Cote d'Ivoire,CIV,2009,0.02,0.63,0.25,6.5
Croatia,HRV,2009,1.23,4.73,5.84,11.7
Cuba,CUB,2009,2.33,1.59,0.08,5.5
Cyprus,CYP,2009,4.52,3.68,2.59,9.1
Czech Republic,CZE,2009,3.8,7.03,2.4,14.1
Democratic Republic of Congo,COD,2009,0.02,0.56,0.17,3.4
Denmark,DNK,2009,1.52,4.13,4.38,10.2
Djibouti,DJI,2009,0.21,0.21,0.07,0.9
Dominica,DMA,2009,6.35,0.43,0.63,6.6
Dominican Republic,DOM,2009,2.65,3.19,0.15,7.6
Ecuador,ECU,2009,1.19,2.62,0.04,6.1
Egypt,EGY,2009,0.06,0.12,0.04,0.3
El Salvador,SLV,2009,1.52,0.99,0.04,3.5
Equatorial Guinea,GNQ,2009,0,4.15,3.82,8.1
Eritrea,ERI,2009,0,0.41,0,1.4
Estonia,EST,2009,6.19,5.68,1.41,#N/A
Ethiopia,ETH,2009,0.06,0.32,0.01,4.3
Fiji,FJI,2009,0.95,1.34,0.02,3.2
Finland,FIN,2009,2.49,4.54,1.68,11.9
France,FRA,2009,2.7,2.2,6.7,11.6
Gabon,GAB,2009,1.59,6.08,0.94,11.8
Gambia,GMB,2009,0.01,0.17,0.03,3.2
Georgia,GEO,2009,2,0.87,3.79,6.7
Germany,DEU,2009,2.08,6.13,3.01,10.6
Ghana,GHA,2009,0.06,0.47,0.12,5.4
Greece,GRC,2009,2.19,2.28,4.48,9.3
Grenada,GRD,2009,4.12,3.54,0.49,10.4
Guatemala,GTM,2009,1.25,0.85,0.03,3.9
Guinea,GIN,2009,0.01,0.15,0.02,0.7
Guinea-Bissau,GNB,2009,0.53,0.47,0.53,4.3
Guyana,GUY,2009,5.79,1.65,0.02,8.6
Haiti,HTI,2009,5.83,0.01,0.01,5.9
Honduras,HND,2009,1.73,1.33,0.02,4
Hungary,HUN,2009,3.99,4.26,3.21,12.4
Iceland,ISL,2009,1.06,5.53,3.47,6.9
India,IND,2009,2.35,0.15,0,4.6
Indonesia,IDN,2009,0.01,0.06,0,0.6
Iran,IRN,2009,0.03,0,0,1
Iraq,IRQ,2009,0.04,0.15,0,0.5
Ireland,IRL,2009,2.01,5.84,2.58,10.9
Israel,ISR,2009,1.27,1.05,0.18,3.1
Italy,ITA,2009,0.84,1.63,4.79,6.1
Jamaica,JAM,2009,1.52,1.39,0.14,5.1
Japan,JPN,2009,3.77,1.39,0.27,7.5
Jordan,JOR,2009,0.38,0.19,0.01,0.7
Kazakhstan,KAZ,2009,4.35,1.93,0.35,8.2
Kenya,KEN,2009,0.41,1.04,0.02,4
Kiribati,KIR,2009,0.05,0.47,0.02,2.9
Kuwait,KWT,2009,0.01,0.09,0,0.1
Kyrgyzstan,KGZ,2009,1.72,0.56,0.1,3.9
Laos,LAO,2009,3.03,2.15,0,7.5
Latvia,LVA,2009,3.94,4.35,1.03,10.6
Lebanon,LBN,2009,0.89,0.39,0.32,2.2
Lesotho,LSO,2009,0.55,1.33,0.01,6.4
Liberia,LBR,2009,3.4,0.34,0.01,5.2
Libya,LBY,2009,0.01,0.01,0,0
Lithuania,LTU,2009,4.6,5.4,0.9,16.2
Luxembourg,LUX,2009,2.39,4.17,4.86,11.2
Macedonia,MKD,2009,0.58,0.84,0.35,5.7
Madagascar,MDG,2009,0.34,0.4,0.17,1.9
Malawi,MWI,2009,0.2,0.15,0.02,2.5
Malaysia,MYS,2009,0.09,0.37,0,1.7
Maldives,MDV,2009,0.8,0.46,0.33,1
Mali,MLI,2009,0.01,0.08,0,1
Malta,MLT,2009,1.46,2.71,2.91,7.2
Mauritania,MRT,2009,0,0,0,0.1
Mauritius,MUS,2009,0.58,1.98,0.26,4
Mexico,MEX,2009,1.06,4.04,0.12,6.8
Micronesia (country),FSM,2009,0.85,1.18,0.03,3.5
Moldova,MDA,2009,3.63,1.83,2.74,17.4
Mongolia,MNG,2009,3.4,1.1,0.11,7.8
Montenegro,MNE,2009,2.37,0.7,3.22,11.5
Morocco,MAR,2009,0.1,0.23,0.29,0.7
Mozambique,MOZ,2009,0.47,0.57,0.11,2
Myanmar,MMR,2009,0.15,0.13,0,0.7
Namibia,NAM,2009,0.06,7.64,0.02,11.8
Nauru,NRU,2009,0,0.94,0.02,3
Nepal,NPL,2009,0.12,0.1,0,2.1
Netherlands,NLD,2009,1.58,4.37,3.28,9.6
New Zealand,NZL,2009,1.23,3.78,3.07,11.2
Nicaragua,NIC,2009,2.03,1.32,0.01,4.6
Niger,NER,2009,0.04,0.05,0.01,0.3
Nigeria,NGA,2009,0.03,0.65,0.02,11.3
Niue,NIU,2009,3.6,3.1,0.36,#N/A
North Korea,PRK,2009,3.2,0.15,0,4.4
Norway,NOR,2009,1.31,2.96,2.28,7
Oman,OMN,2009,0.31,0.23,0.02,0.9
Pakistan,PAK,2009,0.03,0,0,0.1
Panama,PAN,2009,1.84,4.78,0.23,7.7
Papua New Guinea,PNG,2009,0.02,0.79,0.02,3.1
Paraguay,PRY,2009,1.83,2.19,1.31,9.6
Peru,PER,2009,1.64,2.71,0.35,5.2
Philippines,PHL,2009,3.14,1.23,0.01,5.6
Poland,POL,2009,3.8,5.9,1,11.5
Portugal,PRT,2009,0.94,3.42,7.21,12.5
Qatar,QAT,2009,0.67,0.34,0.09,1.3
Romania,ROU,2009,2.4,4.9,3.1,12.9
Russia,RUS,2009,5.77,4.18,1.25,14.5
Rwanda,RWA,2009,0.03,0.71,0,10
Saint Kitts and Nevis,KNA,2009,4.79,3.76,0.9,7
Saint Lucia,LCA,2009,5.9,3.28,1.2,10.4
Saint Vincent and the Grenadines,VCT,2009,4,2.29,0.42,7.2
Samoa,WSM,2009,0.26,2.55,0.06,#N/A
Sao Tome and Principe,STP,2009,0.57,0.89,2.67,6.8
Saudi Arabia,SAU,2009,0.09,0,0,0.2
Senegal,SEN,2009,0.03,0.15,0.13,0.5
Serbia,SRB,2009,2.13,3.03,4.49,12.9
Seychelles,SYC,2009,0.57,2.75,1.62,6.7
Sierra Leone,SLE,2009,0.05,0.19,0.03,8.2
Singapore,SGP,2009,0.25,1.22,0.23,2.9
Slovakia,SVK,2009,4.6,3.9,1.65,12.5
Slovenia,SVN,2009,0.88,5.09,4.55,10.9
Solomon Islands,SLB,2009,0.22,0.91,0.02,1.6
Somalia,SOM,2009,0,0,0,0.5
South Africa,ZAF,2009,1.22,3.74,1.28,11.5
South Korea,KOR,2009,0.27,2.37,0.14,10.9
Spain,ESP,2009,2.73,4.98,2.09,10.6
Sri Lanka,LKA,2009,1.81,0.2,0,4.5
Sudan,SDN,2009,0.27,0.08,0,2.7
Suriname,SUR,2009,2.67,1.99,0.32,6.5
Swaziland,SWZ,2009,0.03,1.56,0.04,6.4
Sweden,SWE,2009,1.2,2.7,3.3,8.7
Switzerland,CHE,2009,1.89,3.3,4.84,10.4
Syria,SYR,2009,0.47,0.06,0.28,1.4
Tajikistan,TJK,2009,0.26,0.03,0.01,2.4
Tanzania,TZA,2009,0.2,0.69,0.02,8.1
Thailand,THA,2009,4.19,1.66,0.02,8.3
Timor,TLS,2009,0.01,0.01,0.07,1.2
Togo,TGO,2009,0.03,0.68,0.25,1.9
Tonga,TON,2009,0.35,0.62,0.12,2.1
Trinidad and Tobago,TTO,2009,2.82,3.32,0.12,6.6
Tunisia,TUN,2009,0.05,0.96,0.38,1.2
Turkey,TUR,2009,0.47,0.84,0.1,2.4
Turkmenistan,TKM,2009,1.28,0.25,0.82,5
Tuvalu,TUV,2009,0,0.06,0.54,1.3
Uganda,UGA,2009,0.16,0.64,0.01,10.5
Ukraine,UKR,2009,4.31,3.32,0.86,11.8
United Arab Emirates,ARE,2009,1.41,0.21,0.11,4.3
United Kingdom,GBR,2009,2.16,3.84,3.87,12
United States,USA,2009,2.8,4.43,1.48,9
Uruguay,URY,2009,0.94,1.88,3.85,7
Uzbekistan,UZB,2009,1.97,0.48,0.11,4.8
Vanuatu,VUT,2009,0.28,0.32,0.23,1.2
Venezuela,VEN,2009,1.68,5.76,0.1,8.3
Vietnam,VNM,2009,2.32,1.53,0.01,8.7
Yemen,YEM,2009,0,0.03,0,0.2
Zambia,ZMB,2009,0.35,0.48,0.06,4
Zimbabwe,ZWE,2009,0.36,1.09,0.08,4.8
Afghanistan,AFG,2008,0.02,0.01,0,1
Albania,ALB,2008,2.26,2.03,1.22,6.6
Algeria,DZA,2008,0.02,0.2,0.23,0.6
Andorra,AND,2008,2.84,3.56,4.62,9.1
Angola,AGO,2008,0.32,3.92,2.81,7.6
Antigua and Barbuda,ATG,2008,3.61,3,1.34,3.2
Argentina,ARG,2008,0.44,3.16,4.45,7.6
Armenia,ARM,2008,3.31,0.41,0.23,5.5
Australia,AUS,2008,1.19,4.69,3.71,12.6
Austria,AUT,2008,1.7,6.4,3.9,8.5
Azerbaijan,AZE,2008,0.53,0.46,0.19,2.1
Bahamas,BHS,2008,4.41,3.61,1.66,4.2
Bahrain,BHR,2008,1.39,0.47,0.13,2.4
Bangladesh,BGD,2008,0,0,0,0.2
Barbados,BRB,2008,4.21,3.43,1.05,6.5
Belarus,BLR,2008,6.92,2.54,0.72,17.1
Belgium,BEL,2008,1.59,5.04,3.83,10.8
Belize,BLZ,2008,2.07,4.86,0.14,8.3
Benin,BEN,2008,0.25,0.62,0.16,2.2
Bhutan,BTN,2008,0.02,0.13,0.06,1.1
Bolivia,BOL,2008,0.71,2.78,0.27,5.8
Bosnia and Herzegovina,BIH,2008,0.64,3.8,0.56,7.5
Botswana,BWA,2008,2.13,2.22,1.16,7.7
Brazil,BRA,2008,2.96,3.84,0.37,9.1
Brunei,BRN,2008,0.05,0.59,0.02,0.8
Bulgaria,BGR,2008,4.8,4.41,1.73,11.3
Burkina Faso,BFA,2008,0.13,0.46,0.07,7.4
Burundi,BDI,2008,0,1.4,0,9.8
Cambodia,KHM,2008,1.27,0.95,0.02,6.1
Cameroon,CMR,2008,0.06,2.29,0.07,7.7
Canada,CAN,2008,2.1,4.2,1.8,10.3
Cape Verde,CPV,2008,0.31,1.97,1.89,7.2
Central African Republic,CAF,2008,0.02,0.32,0.01,3.8
Chad,TCD,2008,0.02,0.3,0,4.4
Chile,CHL,2008,2.71,2.43,2.17,9.3
China,CHN,2008,2.64,1.55,0.08,7.6
Colombia,COL,2008,1.33,3.06,0.04,6.6
Comoros,COM,2008,0.06,0.04,0.02,0.2
Congo,COG,2008,0.29,1.96,0.33,3.9
Cook Islands,COK,2008,4.42,2.36,1.29,#N/A
Costa Rica,CRI,2008,1.53,2.46,0.2,5.1
Cote d'Ivoire,CIV,2008,0.02,0.66,0.12,6.5
Croatia,HRV,2008,1.24,5.01,5.4,11.7
Cuba,CUB,2008,2.52,1.66,0.06,5.5
Cyprus,CYP,2008,5.16,3.89,2.96,9.1
Czech Republic,CZE,2008,3.7,7.15,2.4,14.1
Democratic Republic of Congo,COD,2008,0.08,0.55,0.23,3.4
Denmark,DNK,2008,1.66,4.51,4.47,10.2
Djibouti,DJI,2008,0.21,0.21,0.06,0.9
Dominica,DMA,2008,7.38,0.98,1.36,6.6
Dominican Republic,DOM,2008,2.87,3.03,0.15,7.6
Ecuador,ECU,2008,1.31,2.39,0.04,6.1
Egypt,EGY,2008,0.06,0.12,0.05,0.3
El Salvador,SLV,2008,1.6,1.04,0.03,3.5
Equatorial Guinea,GNQ,2008,0,4.03,4.31,8.1
Eritrea,ERI,2008,0,0.33,0,1.4
Estonia,EST,2008,7.3,6.02,1.54,#N/A
Ethiopia,ETH,2008,0.06,0.34,0,4.3
Fiji,FJI,2008,0.58,1.35,0.02,3.2
Finland,FIN,2008,2.69,4.62,1.67,11.9
France,FRA,2008,2.8,2.2,6.7,11.6
Gabon,GAB,2008,1.55,6.24,0.94,11.8
Gambia,GMB,2008,0.01,0.18,0.04,3.2
Georgia,GEO,2008,2.04,1.15,3.98,6.7
Germany,DEU,2008,2.09,6.14,3.13,10.6
Ghana,GHA,2008,0.11,0.48,0.15,5.4
Greece,GRC,2008,2.23,2.42,4.72,9.3
Grenada,GRD,2008,4.26,3.86,0.49,10.4
Guatemala,GTM,2008,1.24,0.94,0.03,3.9
Guinea,GIN,2008,0.01,0.17,0.03,0.7
Guinea-Bissau,GNB,2008,0.54,0.31,0.54,4.3
Guyana,GUY,2008,5.71,1.55,0.02,8.6
Haiti,HTI,2008,5.93,0.01,0.01,5.9
Honduras,HND,2008,1.78,1.33,0.03,4
Hungary,HUN,2008,4.11,4.28,3.25,12.4
